416	9993	East
417	10008	East
418	10019	East
419	10029	North
420	10040	South
421	10051	East
422	10062	South
423	10078	West
424	10094	South
425	10105	North
426	10115	East
427	10126	West
428	10137	West
429	10148	West
430	10158	West
431	10168	North
432	10179	South
433	10190	East
434	10201	South
435	10217	North
436	10228	West
437	10239	East
438	10249	East
439	10260	East
440	10270	East
441	10281	North
442	10292	South
443	10302	South
444	10313	South
445	10323	South
446	10334	East
447	10345	West
448	10355	North
449	10366	West
450	10382	North
451	10393	South
452	10404	East
453	10415	West
454	10426	West
455	10436	West
456	10446	West
457	10457	South
458	10468	North
459	10791	East
460	10802	West
461	10812	West
462	10822	North
463	10833	South
464	11013	North
465	11023	North
466	11033	West
467	11048	North
468	11059	South
469	11069	South
470	11080	East
471	11091	West
472	11101	South
473	11112	South
474	11123	West
475	11134	West
476	11145	North
477	11161	East
478	11177	East
479	11187	North
480	11203	North
481	11213	East
482	11229	East
483	11240	South
484	11251	North
485	11262	East
486	11278	East
487	11288	North
488	11304	East
489	11315	West
490	11326	North
491	11341	West
492	11357	North
493	11368	South
494	11688	South
495	11698	South
496	11709	East
497	11720	West
498	11730	South
499	11741	South
500	11751	South
501	11912	West
502	11927	South
503	11938	East
504	11949	West
505	11960	South
506	11971	West
507	11986	East
508	11997	South
509	12008	North
510	12018	North
511	12029	East
512	12040	North
513	12051	West
514	12066	South
515	12082	South
516	12093	South
517	12104	East
518	12115	West
519	12125	West
520	12136	West
521	12156	North
522	12172	West
523	12188	East
524	12198	East
525	12209	South
526	12529	North
527	12539	North
528	12550	North
529	12561	East
530	12572	West
531	12583	West
532	12593	West
533	12604	West
534	12614	West
535	12625	West
536	12636	North
537	12647	North
538	12827	South
539	12837	West
540	12848	East
541	12858	East
542	12868	East
543	12879	North
544	12900	North
545	12911	North
546	12922	North
547	12932	East
548	12943	East
549	12953	South
550	12968	East
551	12979	West
552	12990	North
553	13001	South
554	13012	East
555	13023	South
556	13038	South
557	13049	West
558	13065	West
559	13075	North
560	13091	North
561	13102	North
562	13112	East
563	13127	East
564	13137	South
565	13152	West
566	13168	West
567	13178	West
568	13189	South
569	13204	East
570	13220	East
571	13231	North
572	13242	South
573	13252	South
574	13263	South
575	13273	East
576	13289	West
577	13299	South
578	13310	West
579	13326	West
580	13336	South
581	13347	North
582	13357	West
583	13368	North
584	13724	East
585	13735	West
586	13745	North
587	13928	South
588	13939	East
589	13950	South
590	13961	West
591	13977	West
592	13987	North
593	14003	West
594	14014	East
595	14025	South
596	14036	North
597	14047	East
598	14058	North
599	14074	East
600	14085	West
601	14096	North
602	14111	West
603	14127	East
604	14138	North
605	14488	West
606	14499	East
607	14509	East
608	14519	South
609	14530	North
610	14540	North
611	14551	North
612	14562	North
613	14573	North
614	14584	North
615	14594	East
616	14605	West
617	14615	West
618	14625	West
619	14851	East
620	14861	East
621	14872	East
622	14882	South
623	14893	South
624	14903	South
625	14914	South
626	14925	West
627	14940	North
628	14956	North
629	14966	North
630	14977	East
631	14988	East
632	14998	East
633	15008	East
634	15018	South
635	15029	North
636	15039	North
637	15049	East
638	15060	North
639	15076	North
640	15087	North
641	15098	East
642	15109	West
643	15120	North
644	15131	West
645	15146	West
646	15157	South
647	15173	East
648	15189	West
649	15199	North
650	15210	West
651	15226	South
652	15242	West
653	15253	East
654	15264	East
655	15275	East
656	15285	North
657	15296	South
658	15306	South
659	15316	East
660	15327	South
661	15342	East
662	15353	North
663	15364	South
664	15375	West
665	15391	North
666	15402	South
667	15412	East
668	15423	West
669	15433	West
670	15443	North
671	15454	West
672	15470	North
673	15481	East
674	15492	West
675	15502	South
676	15517	North
677	15527	East
678	15538	West
679	15549	West
680	15559	West
681	15952	East
682	15962	East
683	15973	East
684	15983	East
685	15993	East
686	16004	East
687	16014	East
688	16024	North
689	16035	South
690	16260	East
691	16271	East
692	16282	South
693	16298	South
694	16309	South
695	16319	West
696	16334	West
697	16344	North
698	16359	West
699	16370	East
700	16381	East
701	16392	North
702	16408	North
703	16418	North
704	16429	North
705	16440	East
706	16455	East
707	16465	South
708	16480	East
709	16491	West
710	16501	North
711	16512	South
712	16522	East
713	16533	South
714	16548	South
715	16558	South
716	16568	East
717	16579	West
718	16590	South
719	16601	West
720	16617	West
721	16627	North
722	16643	East
723	16659	East
724	16669	East
725	16679	North
726	16695	North
727	16705	North
728	16716	North
729	16726	East
730	16742	West
731	16752	West
732	16762	North
733	16773	South
734	17136	North
735	17147	North
736	17157	North
737	17167	North
738	17178	North
739	17189	North
740	17199	West
741	17210	West
742	17221	North
743	17452	North
744	17463	North
745	17473	North
746	17484	East
747	17495	West
748	17506	West
749	17517	West
750	17527	West
751	17538	South
752	17549	South
753	17559	West
754	17570	North
755	17581	East
756	17592	South
757	17608	North
758	17618	West
759	17629	East
760	17640	East
761	17650	East
762	17661	East
763	17672	North
764	17683	South
765	17693	South
766	17704	South
767	17715	West
768	17726	West
769	17737	West
770	17747	East
771	17757	East
772	17767	South
773	17778	North
774	17788	North
775	17799	North
776	17810	East
777	17821	West
778	17831	West
779	17841	West
780	17852	West
781	17862	West
782	17873	West
783	17884	South
784	17895	South
785	17905	South
786	17925	North
787	17936	West
788	17947	East
789	17957	East
790	17968	East
791	17979	East
792	17989	East
793	17999	East
794	18010	North
795	18021	South
796	18032	South
797	18043	South
798	18054	East
799	18065	West
800	18076	West
801	18086	West
802	18097	South
803	18108	West
804	18124	North
805	18140	West
806	18151	West
807	18162	East
808	18172	East
809	18182	East
810	18193	East
811	18204	South
812	18215	North
813	18226	North
814	18237	North
815	18247	East
816	18258	West
817	18268	West
818	18279	West
819	18289	West
820	18299	West
821	18310	North
822	18321	West
823	18337	West
824	18347	South
825	18363	South
826	18374	South
827	18395	North
828	18406	East
829	18422	East
830	18433	South
831	18449	West
832	18460	East
833	18471	South
834	18482	South
835	18492	North
836	18502	West
837	18513	East
838	18524	East
839	18534	East
840	18544	East
841	18555	North
842	18566	South
843	18576	South
844	18587	South
845	18597	West
846	18608	West
847	18618	West
848	18629	West
849	18640	West
850	18651	East
851	18662	East
852	18672	East
853	18682	East
854	18693	North
855	19106	West
856	19107	Undo
857	19107	West
858	19118	East
859	19128	East
860	19138	East
861	19148	East
862	19158	North
863	19174	North
864	19185	West
865	19196	East
866	19206	East
867	19217	East
868	19228	East
869	19239	East
870	19250	East
871	19260	South
872	19271	East
873	19287	North
874	19303	East
875	19314	West
876	19325	North
877	19344	North
878	19355	North
879	19366	West
880	19377	East
881	19387	East
882	19397	East
883	19408	East
884	19419	East
885	19429	East
886	19440	East
887	19451	East
888	19462	North
889	19473	South
890	19483	West
891	19494	South
892	19514	East
893	19525	East
894	19535	East
895	19546	South
896	19557	North
897	19567	North
898	19578	East
899	19589	East
900	19599	East
901	19609	East
902	19841	West
903	19842	Undo
904	19842	West
905	19852	West
906	19863	South
907	19874	North
908	19885	North
909	19895	North
910	19906	North
911	19917	North
912	19927	North
913	19938	East
914	19949	West
915	19959	West
916	19969	West
917	19979	North
918	19990	South
919	20001	South
920	20012	West
921	20023	West
922	20033	West
923	20044	West
924	20054	West
925	20064	South
926	20080	South
927	20091	West
928	20102	East
929	20113	South
930	20124	East
931	20139	East
932	20150	North
933	20166	North
934	20176	East
935	20187	East
936	20197	North
937	20207	North
938	20217	East
939	20227	East
940	20238	East
941	20249	South
942	20259	South
943	20270	South
944	20281	South
945	20292	West
946	20303	South
947	20314	North
948	20325	North
949	20335	North
950	20346	North
951	20357	East
952	20368	East
953	20379	South
954	20390	West
955	20401	West
956	20411	North
957	20426	West
958	20437	East
959	20448	North
960	20463	North
961	20473	East
962	20489	East
963	20499	East
964	20510	South
965	20525	East
966	20536	West
967	20546	West
968	20557	South
969	20573	South
970	20583	East
971	20593	East
972	20604	East
973	20615	East
974	20626	East
975	20636	North
976	20647	West
977	20658	North
978	20669	South
979	20679	West
980	20690	South
981	20706	East
982	20722	West
983	20733	West
984	20744	West
985	20755	West
986	20766	West
987	20776	West
988	20787	West
989	20798	North
990	20809	South
991	20819	South
992	20829	South
993	20840	South
994	20850	South
995	20861	South
996	20871	West
997	20882	East
998	20893	East
999	20903	East
1000	20913	East
1001	20924	East
1002	20934	East
1003	20944	East
1004	20955	East
1005	20966	North
1006	20977	North
1007	20988	North
1008	20998	North
1009	21008	North
1010	21018	South
1011	21028	South
1012	21039	South
1013	21049	South
1014	21060	South
1015	21071	South
1016	21081	North
1017	21092	South
1018	21102	West
1019	21113	East
1020	21123	East
1021	21133	South
1022	21144	North
1023	21155	North
1024	21166	East
1025	21177	North
1026	21188	West
1027	21204	West
1028	21215	West
1029	21225	North
1030	21241	North
1031	21251	North
1032	21262	South
1033	21273	South
1034	21284	West
1035	21295	West
1036	21305	West
1037	21315	West
1038	21325	South
1039	21336	South
1040	21346	South
1041	21356	South
1042	21366	South
1043	21377	East
1044	21388	South
1045	21399	South
1046	21409	East
1047	21419	South
1048	21430	South
1049	21441	East
1050	21452	South
1051	21463	North
1052	21473	East
1053	21484	North
1054	21499	North
1055	21509	East
1056	21520	West
1057	21531	West
1058	21541	North
1059	21552	West
1060	21568	South
1061	21584	West
1062	21595	East
1063	21605	North
1064	21616	North
1065	21627	North
1066	21638	East
1067	21649	West
1068	21659	South
1069	21670	North
1070	21680	North
1071	21691	North
1072	21702	North
1073	21713	North
1074	21724	East
1075	21735	West
1076	21745	West
1077	22095	West
1078	22105	West
1079	22116	West
1080	22127	West
1081	22138	West
1082	22148	South
1083	22159	North
1084	22169	North
1085	22180	North
1086	22191	East
1087	22202	West
1088	22213	West
1089	22223	West
1090	22234	West
1091	22244	West
1092	22255	North
1093	22266	North
1094	22276	North
1095	22286	North
1096	22297	North
1097	22526	West
1098	22527	Undo
1099	22527	West
1100	22538	South
1101	22549	North
1102	22559	North
1103	22569	North
1104	22579	North
1105	22590	East
1106	22606	East
1107	22617	East
1108	22628	East
1109	22639	South
1110	22650	West
1111	22661	North
1112	22672	West
1113	22683	East
1114	22693	North
1115	22704	East
1116	22720	North
1117	22731	West
1118	22742	East
1119	22753	North
1120	22764	North
1121	22775	North
1122	22785	North
1123	22796	East
1124	22807	East
1125	22818	North
1126	22829	West
1127	22840	East
1128	22851	North
1129	22862	South
1130	22873	South
1131	22884	South
1132	22894	South
1133	22904	South
1134	22914	West
1135	22925	West
1136	22935	East
1137	22945	East
1138	22955	North
1139	22966	East
1140	22976	South
1141	22987	South
1142	22997	East
1143	23008	West
1144	23018	West
1145	23028	West
1146	23039	West
1147	23049	North
1148	23060	North
1149	23071	North
1150	23082	North
1151	23093	North
1152	23104	North
1153	23115	East
1154	23126	East
1155	23136	North
1156	23147	West
1157	23158	East
1158	23169	North
1159	23180	South
1160	23191	South
1161	23202	South
1162	23213	North
1163	23223	North
1164	23233	North
1165	23243	West
1166	23254	West
1167	23264	North
1168	23275	East
1169	23286	West
1170	23296	North
1171	23307	South
1172	23318	South
1173	23329	South
1174	23340	South
1175	23350	South
1176	23360	East
1177	23371	East
1178	23382	East
1179	23392	East
1180	23403	East
1181	23413	West
1182	23423	West
1183	23434	West
1184	23444	West
1185	23454	North
1186	23465	North
1187	23475	North
1188	23485	West
1189	23496	West
1190	23507	West
1191	23518	West
1192	23528	West
1193	23538	North
1194	23549	South
1195	23560	South
1196	23571	South
1197	23919	North
1198	23929	North
1199	23940	North
1200	23951	East
1201	23962	West
1202	23973	West
1203	23984	South
1204	24214	East
1205	24215	Undo
1206	24215	East
1207	24226	North
1208	24237	South
1209	24248	South
1210	24258	West
1211	24269	West
1212	24279	South
1213	24294	South
1214	24305	South
1215	24316	East
1216	24332	North
1217	24348	South
1218	24359	West
1219	24370	East
1220	24380	East
1221	24391	South
1222	24402	North
1223	24413	North
1224	24423	North
1225	24433	West
1226	24448	South
1227	24459	East
1228	24470	North
1229	24486	North
1230	24497	West
1231	24513	West
1232	24524	West
1233	24544	East
1234	24554	South
1235	24565	South
1236	24576	West
1237	24587	West
1238	24598	West
1239	24608	West
1240	24618	North
1241	24628	West
1242	24638	North
1243	24649	East
1244	24660	South
1245	24671	South
1246	24681	West
1247	24692	West
1248	24702	West
1249	24713	West
1250	24724	North
1251	24735	North
1252	24745	North
1253	24756	East
1254	24772	North
1255	24783	South
1256	24793	South
1257	24803	West
1258	24814	East
1259	24825	East
1260	24835	South
1261	24846	East
1262	24862	East
1263	24873	East
1264	24884	East
1265	24894	East
1266	24905	South
1267	24916	North
1268	24926	West
1269	24937	West
1270	24958	East
1271	24969	South
1272	24980	South
1273	24991	West
1274	25001	West
1275	25012	West
1276	25023	North
1277	25033	West
1278	25043	West
1279	25053	North
1280	25063	East
1281	25074	South
1282	25085	South
1283	25096	West
1284	25107	East
1285	25118	East
1286	25129	East
1287	25140	South
1288	25151	North
1289	25162	North
1290	25542	West
1291	25553	East
1292	25564	South
1293	25575	North
1294	25586	North
1295	25597	North
1296	25608	North
1297	25619	North
1298	25629	North
1299	25640	North
1300	25650	North
1301	25660	North
1302	25670	North
1303	25681	North
1304	25691	North
1305	25702	East
1306	25713	East
1307	25724	East
1308	25955	North
1309	25956	Undo
1310	25956	North
1311	25981	West
1312	26016	West
1313	26027	South
1314	26038	North
1315	26049	North
1316	26059	North
1317	26069	East
1318	26080	West
1319	26090	West
1320	26100	North
1321	26111	South
1322	26122	East
1323	26138	North
1324	26149	South
1325	26160	East
1326	26175	East
1327	26185	South
1328	26201	West
1329	26217	North
1330	26228	North
1331	26239	North
1332	26249	East
1333	26260	West
1334	26271	West
1335	26281	West
1336	26292	West
1337	26303	South
1338	26323	South
1339	26334	South
1340	26344	West
1341	26355	East
1342	26365	South
1343	26380	West
1344	26391	East
1345	26401	South
1346	26416	West
1347	26427	North
1348	26438	East
1349	26453	East
1350	26464	East
1351	26474	East
1352	26484	North
1353	26495	South
1354	26505	South
1355	26516	East
1356	26527	West
1357	26537	North
1358	26553	South
1359	26563	East
1360	26574	West
1361	26585	West
1362	26596	West
1363	26616	East
1364	26626	South
1365	26637	North
1366	26648	North
1367	26659	East
1368	26670	East
1369	26680	North
1370	26696	West
1371	26712	South
1372	26723	North
1373	26734	West
1374	26745	West
1375	26755	West
1376	26766	West
1377	26776	West
1378	26787	East
1379	26797	East
1380	26808	East
1381	26819	East
1382	26830	South
1383	26841	North
1384	26852	North
1385	26863	East
1386	26874	North
1387	26890	West
1388	26906	South
1389	26917	North
1390	26928	West
1391	26939	West
1392	26949	West
1393	26960	West
1394	26971	West
1395	26981	East
1396	26991	East
1397	27001	South
1398	27012	South
1399	27022	South
1400	27033	South
1401	27043	South
1402	27053	South
1403	27064	South
1404	27074	South
1405	27085	West
1406	27096	West
1407	27106	West
1408	27116	North
1409	27132	North
1410	27143	West
1411	27154	East
1412	27165	East
1413	27175	South
1414	27186	East
1415	27201	North
1416	27217	West
1417	27228	East
1418	27239	North
1419	27250	North
1420	27260	North
1421	27271	North
1422	27281	North
1423	27291	North
1424	27302	North
1425	27312	North
1426	27323	North
1427	27333	North
1428	27344	South
1429	27355	South
1430	27365	South
1431	27376	South
1432	27387	South
1433	27398	South
1434	27409	South
1435	27419	South
1436	27429	South
1437	27440	West
1438	27451	East
1439	27461	East
1440	27471	South
1441	27482	East
1442	27497	North
1443	27513	West
1444	27524	East
1445	27534	North
1446	27545	North
1447	27556	North
1448	27566	North
1449	27577	North
1450	27588	North
1451	27599	North
1452	27609	North
1453	27619	North
1454	27629	North
1455	27640	South
1456	27650	South
1457	27661	South
1458	27671	South
1459	27682	South
1460	27693	South
1461	27704	South
1462	27715	East
1463	27726	West
1464	27736	West
1465	27747	West
1466	27757	West
1467	27767	West
1468	27778	West
1469	27789	South
1470	27800	West
1471	27819	West
1472	27830	West
1473	27840	South
1474	27851	North
1475	27861	East
1476	27872	West
1477	27883	South
1478	27894	West
1479	27910	South
1480	27921	South
1481	27932	East
1482	27943	East
1483	27954	East
1484	27964	South
1485	27975	North
1486	27986	East
1487	27997	West
1488	28007	South
1489	28018	North
1490	28029	East
1491	28040	West
1492	28051	South
1493	28062	West
1494	28078	South
1495	28089	South
1496	28099	East
1497	28110	East
1498	28120	East
1499	28131	South
1500	28142	North
1501	28153	North
1502	28163	North
1503	28173	West
1504	28184	East
1505	28195	East
1506	28206	East
1507	28216	South
1508	28227	North
1509	28238	West
1510	28249	East
1511	28259	South
1512	28270	North
1513	28281	West
1514	28292	North
1515	28308	West
1516	28319	West
1517	28329	South
1518	28340	South
1519	28351	South
1520	28361	West
1521	28372	East
1522	28382	South
1523	28393	North
1524	28403	West
1525	28414	East
1526	28425	South
1527	28436	North
1528	28446	West
1529	28457	North
1530	28473	West
1531	28484	West
1532	28494	South
1533	28505	South
1534	28515	South
1535	28526	East
1536	28537	South
1537	28558	South
1538	28569	South
1539	28579	South
1540	28590	South
1541	28600	South
1542	28611	South
1543	28622	South
1544	28633	South
1545	28643	East
1546	29206	East
1547	29217	East
1548	29227	East
1549	29237	East
1550	29248	East
1551	29258	East
1552	29268	South
1553	29279	North
1554	29289	North
1555	29300	North
1556	29311	North
1557	29322	North
1558	29332	North
1559	29343	North
1560	29353	North
1561	29363	North
1562	29374	North
1563	29606	North
1564	29607	Undo
1565	29607	North
1566	29618	West
1567	29629	West
1568	29640	North
1569	29656	East
1570	29672	South
1571	29683	North
1572	29694	West
1573	29705	North
1574	29720	South
1575	29730	South
1576	29740	West
1577	29751	East
1578	29762	East
1579	29772	North
1580	29783	North
1581	29793	West
1582	29803	West
1583	29813	West
1584	29824	West
1585	29844	North
1586	29854	North
1587	29865	East
1588	29876	South
1589	29886	South
1590	29896	East
1591	29907	South
1592	29917	South
1593	29928	West
1594	29939	East
1595	29950	North
1596	29961	North
1597	29971	North
1598	29981	West
1599	29992	West
1600	30003	West
1601	30013	West
1602	30033	North
1603	30044	North
1604	30055	East
1605	30066	South
1606	30076	South
1607	30087	East
1608	30098	South
1609	30108	East
1610	30124	West
1611	30135	North
1612	30146	North
1613	30156	North
1614	30166	East
1615	30182	East
1616	30192	North
1617	30203	South
1618	30214	South
1619	30224	South
1620	30234	East
1621	30245	East
1622	30255	South
1623	30271	South
1624	30282	West
1625	30297	West
1626	30307	South
1627	30318	North
1628	30329	North
1629	30339	East
1630	30350	North
1631	30366	West
1632	30382	South
1633	30764	North
1634	30775	North
1635	30785	North
1636	30795	North
1637	30806	East
1638	30817	West
1639	30827	West
1640	31055	West
1641	31056	Undo
1642	31056	West
1643	31067	North
1644	31078	West
1645	31089	West
1646	31100	East
1647	31111	North
1648	31121	East
1649	31132	East
1650	31143	South
1651	31154	South
1652	31164	West
1653	31175	West
1654	31185	West
1655	31196	West
1656	31206	West
1657	31217	East
1658	31227	East
1659	31238	East
1660	31249	South
1661	31260	East
1662	31271	West
1663	31282	South
1664	31293	West
1665	31309	South
1666	31320	East
1667	31331	West
1668	31342	South
1669	31353	North
1670	31363	West
1671	31374	West
1672	31384	South
1673	31395	East
1674	31406	East
1675	31416	South
1676	31427	East
1677	31438	East
1678	31449	East
1679	31459	West
1680	31470	North
1681	31481	West
1682	31492	South
1683	31503	South
1684	31513	East
1685	31524	East
1686	31534	North
1687	31550	East
1688	31561	West
1689	31571	North
1690	31582	North
1691	31592	North
1692	31603	North
1693	31613	West
1694	31628	East
1695	31638	East
1696	31648	West
1697	31658	West
1698	31669	North
1699	31680	South
1700	31690	South
1701	31701	South
1702	31712	East
1703	31723	West
1704	31733	West
1705	31743	West
1706	31754	North
1707	31765	North
1708	31776	West
1709	31787	East
1710	31798	East
1711	31809	West
1712	31819	South
1713	31830	East
1714	31841	East
1715	31852	South
1716	31863	East
1717	31873	East
1718	31884	East
1719	31895	West
1720	31906	West
1721	31916	West
1722	31926	North
1723	31936	West
1724	31947	West
1725	31958	East
1726	31969	East
1727	31980	South
1728	31991	East
1729	32001	East
1730	32012	East
1731	32023	West
1732	32403	North
1733	32414	South
1734	32425	South
1735	32435	South
1736	32445	South
1737	32455	South
1738	32466	South
1739	32477	South
1740	32487	South
1741	32498	South
1742	32509	South
1743	32519	South
1744	32530	South
1745	32541	South
1746	32551	South
1747	32562	South
1748	32573	South
1749	32583	South
1750	32593	South
1751	32604	South
1752	32614	South
1753	32625	East
1754	32636	West
1755	32647	West
1756	32658	West
1757	32669	West
1758	32679	West
1759	32690	West
1760	32701	West
1761	32712	West
1762	32722	West
1763	32733	West
1764	32744	West
1765	32755	West
1766	32765	West
1767	32775	West
1768	32786	West
1769	32796	West
1770	32806	West
1771	32816	West
1772	32827	West
1773	32837	West
1774	32848	North
1775	32859	South
1776	32869	South
1777	32879	South
1778	32889	South
1779	32900	South
1780	32911	South
1781	32921	South
1782	32932	East
1783	32943	West
1784	32953	West
1785	33157	West
1786	33158	Undo
1787	33158	West
1788	33169	West
1789	33179	North
1790	33190	South
1791	33200	South
1792	33210	South
1793	33221	West
1794	33232	East
1795	33243	East
1796	33254	East
1797	33264	East
1798	33274	South
1799	33285	East
1800	33301	East
1801	33312	East
1802	33322	West
1803	33333	West
1804	33343	North
1805	33359	East
1806	33370	West
1807	33381	South
1808	33392	North
1809	33402	North
1810	33412	North
1811	33423	North
1812	33434	West
1813	33445	East
1814	33455	East
1815	33466	East
1816	33476	East
1817	33487	North
1818	33498	South
1819	33509	West
1820	33520	West
1821	33530	North
1822	33540	West
1823	33551	West
1824	33561	South
1825	33571	East
1826	33581	North
1827	33592	South
1828	33603	South
1829	33614	South
1830	33625	East
1831	33641	East
1832	33652	West
1833	33662	West
1834	33672	West
1835	33682	West
1836	33692	West
1837	33703	North
1838	33714	North
1839	33725	North
1840	33735	North
1841	33745	East
1842	33755	South
1843	33765	South
1844	33775	West
1845	33785	South
1846	33795	South
1847	33806	East
1848	33817	East
1849	33827	East
1850	33838	North
1851	33848	West
1852	33859	South
1853	33870	South
1854	33881	East
1855	33892	East
1856	33902	East
1857	33912	East
1858	33923	West
1859	33934	West
1860	33944	East
1861	33954	West
1862	33965	West
1863	33976	West
1864	33986	South
1865	33997	North
1866	34007	North
1867	34017	North
1868	34027	East
1869	34392	West
1870	34403	West
1871	34414	North
1872	34425	South
1873	34435	South
